system:index,elevation,et,ndvi,precip,soil_texture,temp,.geo
106,1846.0,23.028261184692383,0.5600443482398987,3.8832013607025146,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.88825580078826,1.104457601562133]}"
107,1881.0,17.013044357299805,0.379530131816864,3.8421618938446045,4.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.873535418979294,1.2109296193623582]}"
108,2219.0,23.19565200805664,0.5153184533119202,4.047135353088379,1.0,18.43834686279297,"{""type"":""Point"",""coordinates"":[35.28451220969542,1.0251965870156252]}"
109,1904.0,23.05434799194336,0.4249112606048584,4.100928783416748,1.0,18.43834686279297,"{""type"":""Point"",""coordinates"":[35.25628801333338,0.9546062815325713]}"
111,1906.0,22.4891300201416,0.4713931083679199,4.4131646156311035,1.0,17.566326141357422,"{""type"":""Point"",""coordinates"":[35.17139278212327,1.0615862534358942]}"
113,1852.0,22.917390823364258,0.49700552225112915,4.331905364990234,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[34.97081389409076,1.103665174117467]}"
116,1872.0,22.910869598388672,0.48573580384254456,4.147160053253174,1.0,17.297080993652344,"{""type"":""Point"",""coordinates"":[35.03083820643766,0.9882623708037244]}"
117,1782.0,20.963043212890625,0.4147977828979492,4.524771690368652,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[34.98265212237605,0.8896804286915959]}"
128,2044.0,22.5,0.5342164039611816,3.831615686416626,1.0,17.8872127532959,"{""type"":""Point"",""coordinates"":[34.80636608223526,1.0187432793898967]}"
132,1778.0,21.052173614501953,0.3018639385700226,4.479137897491455,1.0,18.765838623046875,"{""type"":""Point"",""coordinates"":[34.92748796069069,0.8846114747025895]}"
133,1728.0,24.423913955688477,0.7193456292152405,4.659124851226807,1.0,18.765838623046875,"{""type"":""Point"",""coordinates"":[34.85548769988266,0.8538510820811925]}"
135,1847.0,21.473913192749023,0.4275115132331848,3.8378493785858154,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.89006280528974,1.158791368935706]}"
136,1937.0,18.247825622558594,0.3579760789871216,4.391351222991943,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[34.98890424609489,1.227965374871242]}"
138,1951.0,23.4891300201416,0.52767413854599,4.304767608642578,1.0,17.8872127532959,"{""type"":""Point"",""coordinates"":[34.83891360140239,0.9512800723876847]}"
139,1889.0,22.452173233032227,0.4756762385368347,3.5522680282592773,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.84135279316394,1.0834530994082288]}"
141,1795.0,22.350000381469727,0.47738543152809143,4.099448204040527,1.0,17.468563079833984,"{""type"":""Point"",""coordinates"":[35.081971207394496,0.8992812750266396]}"
143,1846.0,21.723913192749023,0.4631180167198181,4.168355941772461,4.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.923503593084455,1.090410755827168]}"
144,2169.0,24.23043441772461,0.48683568835258484,4.100928783416748,1.0,18.43834686279297,"{""type"":""Point"",""coordinates"":[35.29129405757888,0.9993197006280261]}"
145,1902.0,23.076086044311523,0.46844348311424255,4.261478900909424,1.0,18.029624938964844,"{""type"":""Point"",""coordinates"":[35.22258484685729,1.026552309631336]}"
147,1866.0,22.223913192749023,0.47614723443984985,4.168355941772461,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.91931265635525,1.0516556109882749]}"
148,1883.0,22.428260803222656,0.4513499438762665,4.22905158996582,1.0,17.38762855529785,"{""type"":""Point"",""coordinates"":[35.12864101115788,1.022376104479583]}"
149,1979.0,21.471738815307617,0.5404319167137146,3.9460690021514893,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[35.00969420328961,1.2213706998921827]}"
151,1840.0,23.582609176635742,0.47910580039024353,4.652597904205322,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[34.97552191891814,0.9409740983287137]}"
153,1922.0,24.169565200805664,0.5998381972312927,4.741973400115967,1.0,17.566326141357422,"{""type"":""Point"",""coordinates"":[35.20097204270623,1.09007185959173]}"
154,1847.0,23.98043441772461,0.4870648980140686,4.099448204040527,1.0,17.468563079833984,"{""type"":""Point"",""coordinates"":[35.09661565325118,0.8953769727672243]}"
157,1847.0,23.904348373413086,0.5311999320983887,4.147160053253174,1.0,17.297080993652344,"{""type"":""Point"",""coordinates"":[35.04920250269224,0.9627333927449876]}"
160,1787.0,22.602174758911133,0.595348060131073,4.659124851226807,1.0,18.765838623046875,"{""type"":""Point"",""coordinates"":[34.87091112567315,0.8736325116806637]}"
161,1862.0,23.32391357421875,0.4816209673881531,4.261857032775879,1.0,18.029624938964844,"{""type"":""Point"",""coordinates"":[35.168834575047654,0.9788583286354938]}"
163,1873.0,21.252174377441406,0.3207521140575409,3.8421618938446045,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.86244825368653,1.203314211819448]}"
164,2258.0,23.189130783081055,0.402646541595459,4.739932537078857,1.0,18.093822479248047,"{""type"":""Point"",""coordinates"":[34.768719213083784,0.939032196255229]}"
165,1799.0,23.145652770996094,0.5526852011680603,4.14869499206543,1.0,17.468563079833984,"{""type"":""Point"",""coordinates"":[35.101418540675375,0.876770714911745]}"
166,1848.0,17.106521606445312,0.32914578914642334,3.8421618938446045,4.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.88616014460627,1.2265412850049966]}"
167,1899.0,21.297826766967773,0.36124375462532043,4.356894016265869,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[34.96546744765554,1.1546113771013888]}"
172,1905.0,21.82826042175293,0.4386359751224518,4.239716053009033,1.0,18.029624938964844,"{""type"":""Point"",""coordinates"":[35.22762536206622,0.9573028159547837]}"
174,1862.0,21.658695220947266,0.4232746660709381,3.8832013607025146,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.855861471016325,1.1227262216427498]}"
177,2012.0,21.88260841369629,0.49331602454185486,3.5522680282592773,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.809234452166706,1.0985463978574008]}"
178,1857.0,25.052173614501953,0.4888923466205597,4.168355941772461,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.90332424869264,1.0854454781650438]}"
187,2175.0,24.258695602416992,0.5182517766952515,4.739932537078857,1.0,18.093822479248047,"{""type"":""Point"",""coordinates"":[34.79167215997875,0.9415781169891457]}"
188,1942.0,17.884782791137695,0.408245325088501,3.973172903060913,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.91312411212686,1.2191445828894756]}"
189,1802.0,22.565217971801758,0.4426950514316559,3.8511738777160645,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[35.01736558857178,0.9079890564701486]}"
190,1976.0,20.57391357421875,0.33626359701156616,3.872589111328125,1.0,19.428382873535156,"{""type"":""Point"",""coordinates"":[34.79493774129162,1.2090448412605588]}"
191,1880.0,22.63260841369629,0.46710991859436035,4.331905364990234,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[34.97592352856733,1.146017058654116]}"
192,2244.0,22.758695602416992,0.47726598381996155,4.739932537078857,1.0,18.093822479248047,"{""type"":""Point"",""coordinates"":[34.77349366424472,0.9316564628015025]}"
195,2040.0,23.869565963745117,0.5805143713951111,3.831615686416626,1.0,17.8872127532959,"{""type"":""Point"",""coordinates"":[34.80574852360042,1.0329055004279624]}"
198,1873.0,22.397825241088867,0.5218441486358643,4.057713508605957,1.0,18.248571395874023,"{""type"":""Point"",""coordinates"":[34.87202649390866,1.0490615545186375]}"
199,1897.0,22.026086807250977,0.48859745264053345,4.101593017578125,1.0,18.029624938964844,"{""type"":""Point"",""coordinates"":[35.15408833337397,1.0127885017788074]}"
200,1825.0,21.34347915649414,0.40869250893592834,4.602192401885986,1.0,18.765838623046875,"{""type"":""Point"",""coordinates"":[34.861923436836136,0.9387499949009233]}"
202,1833.0,23.678260803222656,0.475416898727417,4.652597904205322,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[34.9981488052021,0.9158205808479296]}"
206,1880.0,21.832609176635742,0.4087773859500885,3.7501955032348633,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.84179505076971,1.1066168763437245]}"
209,1827.0,24.056522369384766,0.5033590197563171,4.652597904205322,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[34.990369380757016,0.9149424520440194]}"
210,1914.0,18.467391967773438,0.3698734641075134,4.391351222991943,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[34.95493862612459,1.225392909099927]}"
211,1918.0,20.189130783081055,0.44133099913597107,3.7341408729553223,1.0,19.428382873535156,"{""type"":""Point"",""coordinates"":[34.82487454027055,1.1923195812477958]}"
213,1790.0,17.486955642700195,0.35142263770103455,3.973172903060913,6.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.941382827638094,1.249546242968709]}"
218,2136.0,22.58478355407715,0.42165085673332214,3.9968953132629395,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.781077679942854,1.1279329731768903]}"
219,1812.0,17.31304359436035,0.3767892122268677,3.8421618938446045,6.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.868193445369165,1.2331349716111584]}"
221,1972.0,19.591304779052734,0.4036788046360016,4.391351222991943,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[34.97740925931982,1.215433231135006]}"
222,1925.0,21.623912811279297,0.5093832612037659,4.375984191894531,1.0,17.38762855529785,"{""type"":""Point"",""coordinates"":[35.12234805088528,0.9914881246400951]}"
223,1870.0,19.982608795166016,0.43732908368110657,3.770092725753784,1.0,19.428382873535156,"{""type"":""Point"",""coordinates"":[34.847541129311104,1.20898642140837]}"
224,1823.0,23.102174758911133,0.45205026865005493,3.8511738777160645,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[35.015842002228766,0.9145465482409069]}"
225,1866.0,22.447826385498047,0.5784183740615845,3.8378493785858154,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.8613768515206,1.188828904798981]}"
226,1816.0,22.184782028198242,0.5066062808036804,3.9749186038970947,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[35.005349830567766,1.087598361505006]}"
229,1880.0,22.70652198791504,0.3791809678077698,3.9204185009002686,4.0,19.058876037597656,"{""type"":""Point"",""coordinates"":[35.28230435530441,0.9246726904164848]}"
231,1894.0,23.630434036254883,0.4847305119037628,4.261478900909424,1.0,18.029624938964844,"{""type"":""Point"",""coordinates"":[35.20125952882761,1.0164195902615865]}"
232,1838.0,21.05869483947754,0.3742291033267975,3.8832013607025146,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.8945627094655,1.1181583208808406]}"
236,1896.0,22.20652198791504,0.45919498801231384,3.9425461292266846,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.86699866600669,1.0528462177250952]}"
238,1981.0,21.90652084350586,0.4959182143211365,3.558527946472168,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[35.016775490220525,1.1567243975984811]}"
239,1944.0,20.369565963745117,0.4473637342453003,4.391351222991943,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[34.993926524040496,1.220759637255782]}"
240,1819.0,21.46956443786621,0.387666255235672,4.133118152618408,1.0,17.468563079833984,"{""type"":""Point"",""coordinates"":[35.13569731182955,0.9220512527710187]}"
242,2005.0,21.76956558227539,0.47791212797164917,3.7501955032348633,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.803728505063404,1.118903611242538]}"
244,1865.0,21.95652198791504,0.38709941506385803,4.331905364990234,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[34.96084191598888,1.1403429665013]}"
246,2093.0,21.17608642578125,0.504508912563324,4.002811431884766,1.0,19.428382873535156,"{""type"":""Point"",""coordinates"":[34.79578963146792,1.1698762711900088]}"
250,1811.0,23.12173843383789,0.44971680641174316,4.524771690368652,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[34.986376966492344,0.8975774618333437]}"
253,1786.0,23.208696365356445,0.4561598300933838,4.394986152648926,4.0,18.248571395874023,"{""type"":""Point"",""coordinates"":[34.928583195765604,0.9536430176390003]}"
259,1906.0,21.82826042175293,0.43031924962997437,4.239716053009033,1.0,18.029624938964844,"{""type"":""Point"",""coordinates"":[35.22729199431862,0.9558911268326377]}"
264,1872.0,20.84347915649414,0.3818179666996002,4.331905364990234,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[34.95686994167368,1.1486943650755381]}"
268,1819.0,23.463043212890625,0.5786786079406738,3.8511738777160645,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[35.01981111140562,0.9380519714930429]}"
269,1843.0,21.467391967773438,0.5246650576591492,4.168355941772461,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.93576783994973,1.0968943188173619]}"
272,1888.0,16.130434036254883,0.3074083924293518,3.8421618938446045,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.89727914849877,1.2240165808250696]}"
274,1845.0,22.09782600402832,0.48205047845840454,4.486835479736328,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[34.9790576864033,1.0831863231313352]}"
276,1932.0,24.23043441772461,0.5297436714172363,3.831615686416626,1.0,17.8872127532959,"{""type"":""Point"",""coordinates"":[34.81902860357678,1.0035598282309428]}"
277,1769.0,24.178260803222656,0.5253646373748779,4.652597904205322,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[34.95565827174354,0.9060950725741489]}"
283,1875.0,21.454347610473633,0.4734165370464325,4.331905364990234,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[34.996177797372546,1.1386884094019534]}"
286,1805.0,24.471738815307617,0.5633402466773987,4.210630893707275,1.0,18.248571395874023,"{""type"":""Point"",""coordinates"":[34.88990545842025,0.9617483523620942]}"
298,1854.0,22.954347610473633,0.5296483635902405,4.168355941772461,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.91106621774198,1.078663754349685]}"
303,1917.0,22.884782791137695,0.48099908232688904,4.071515083312988,1.0,19.058876037597656,"{""type"":""Point"",""coordinates"":[35.30029751341336,0.9249954730914922]}"
304,2114.0,22.913043975830078,0.5024752020835876,4.4316887855529785,1.0,17.8872127532959,"{""type"":""Point"",""coordinates"":[34.79842756129722,1.0471640250347345]}"
305,1880.0,18.604347229003906,0.452018678188324,4.356894016265869,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[34.95979395015263,1.1567838586409922]}"
307,1934.0,21.060869216918945,0.489590585231781,4.356894016265869,1.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[34.97905367956221,1.1871644964546249]}"
308,1868.0,22.276086807250977,0.4737282693386078,3.8378493785858154,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.86441043720349,1.1695046283825463]}"
311,1874.0,22.217391967773438,0.5200883150100708,3.8378493785858154,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.864499899425695,1.1721615689690503]}"
314,1889.0,21.454347610473633,0.46701744198799133,4.331905364990234,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[34.995322577566284,1.1410686828464383]}"
317,1865.0,20.92173957824707,0.40451276302337646,3.8378493785858154,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.89821877236503,1.1690612454246818]}"
321,1856.0,21.952173233032227,0.41093143820762634,4.012460708618164,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.92602648502952,1.179442099488888]}"
322,1856.0,22.2608699798584,0.48235592246055603,4.486835479736328,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[34.97768892776035,1.0710541919411978]}"
324,2232.0,19.610870361328125,0.463390052318573,4.086887836456299,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.7687289652658,1.091867838065535]}"
326,2045.0,21.678260803222656,0.41710835695266724,3.7341408729553223,1.0,19.428382873535156,"{""type"":""Point"",""coordinates"":[34.81139585524497,1.17133268938417]}"
328,2190.0,25.173913955688477,0.6209731101989746,4.506736755371094,1.0,17.8872127532959,"{""type"":""Point"",""coordinates"":[34.78412055878721,0.9902316999478252]}"
330,1890.0,22.09782600402832,0.4931110441684723,3.5522680282592773,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.83939244403757,1.0809379277624944]}"
335,1871.0,20.14130401611328,0.45518675446510315,3.8832013607025146,1.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.853511456445474,1.1340063709615282]}"
338,1911.0,22.31739044189453,0.3677297830581665,4.004515647888184,1.0,17.277507781982422,"{""type"":""Point"",""coordinates"":[35.08358693083799,1.1434969338515286]}"
340,1833.0,22.443477630615234,0.4642629027366638,3.709697961807251,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[35.00908738174123,1.1019181720547524]}"
342,1854.0,23.06304359436035,0.480671763420105,4.060062885284424,1.0,17.38762855529785,"{""type"":""Point"",""coordinates"":[35.08073317698309,1.0170134472361205]}"
345,1959.0,18.02391242980957,0.33780351281166077,4.391351222991943,4.0,17.34872055053711,"{""type"":""Point"",""coordinates"":[34.98075982812318,1.2291399757624604]}"
348,1933.0,21.565217971801758,0.4578113853931427,3.9204185009002686,4.0,19.058876037597656,"{""type"":""Point"",""coordinates"":[35.29899087953566,0.9373000528149971]}"
352,1923.0,24.73043441772461,0.5707043409347534,4.601395130157471,1.0,16.787569046020508,"{""type"":""Point"",""coordinates"":[35.12963010709387,1.1610668934241224]}"
353,1841.0,22.30869483947754,0.44911816716194153,4.158895015716553,1.0,17.468563079833984,"{""type"":""Point"",""coordinates"":[35.05099313690722,0.9296484336812857]}"
355,1924.0,22.321739196777344,0.5079458951950073,4.276590347290039,1.0,17.277507781982422,"{""type"":""Point"",""coordinates"":[35.14350785008361,1.087871100635016]}"
356,2137.0,20.484783172607422,0.46436238288879395,4.4403181076049805,4.0,18.43834686279297,"{""type"":""Point"",""coordinates"":[35.33205605850057,0.976539822585933]}"
360,1892.0,23.089130401611328,0.5395303964614868,4.297929763793945,4.0,18.148908615112305,"{""type"":""Point"",""coordinates"":[35.21808798159002,0.9424657856963792]}"
364,1809.0,22.37173843383789,0.5718055963516235,4.524771690368652,1.0,17.716211318969727,"{""type"":""Point"",""coordinates"":[34.98113536866696,0.8969832172009276]}"
365,1964.0,23.45652198791504,0.5079526305198669,3.831615686416626,1.0,17.8872127532959,"{""type"":""Point"",""coordinates"":[34.83202225448661,1.0187686992954377]}"
372,1898.0,23.20652198791504,0.5787394642829895,4.060062885284424,1.0,17.38762855529785,"{""type"":""Point"",""coordinates"":[35.08806360049948,1.044558881352874]}"
373,1914.0,23.163043975830078,0.4879072308540344,4.0664591789245605,1.0,17.277507781982422,"{""type"":""Point"",""coordinates"":[35.083591296264835,1.0989724595678678]}"
374,1969.0,20.684782028198242,0.4347626566886902,4.071515083312988,4.0,19.058876037597656,"{""type"":""Point"",""coordinates"":[35.315521979951136,0.9158585456778527]}"
377,1837.0,23.5108699798584,0.5180708765983582,4.060062885284424,1.0,17.38762855529785,"{""type"":""Point"",""coordinates"":[35.078970112803844,1.021689692465573]}"
378,1855.0,24.123912811279297,0.5167098045349121,3.9749186038970947,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[35.02802576417652,1.0528096986495554]}"
385,2245.0,22.752174377441406,0.4356767535209656,3.9968953132629395,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.758172613103255,1.1067163527041262]}"
386,1851.0,22.852174758911133,0.4163902997970581,4.239716053009033,1.0,18.029624938964844,"{""type"":""Point"",""coordinates"":[35.20132514366303,0.9929511335040673]}"
387,1814.0,24.158695220947266,0.5579718351364136,4.158895015716553,1.0,17.468563079833984,"{""type"":""Point"",""coordinates"":[35.06944384119713,0.9048470551499307]}"
389,1789.0,23.450000762939453,0.448592871427536,4.394986152648926,1.0,18.248571395874023,"{""type"":""Point"",""coordinates"":[34.92128708298149,0.9686456356779034]}"
393,1798.0,22.276086807250977,0.49133482575416565,4.394986152648926,1.0,18.248571395874023,"{""type"":""Point"",""coordinates"":[34.922094712199296,0.9641547845872753]}"
394,1827.0,20.815217971801758,0.4125910997390747,4.010318756103516,4.0,18.986263275146484,"{""type"":""Point"",""coordinates"":[34.94382151829702,1.1309641640193397]}"
395,2114.0,22.8630428314209,0.44902268052101135,4.506736755371094,1.0,17.8872127532959,"{""type"":""Point"",""coordinates"":[34.787066650117566,0.9535165706652403]}"
396,1885.0,22.97608757019043,0.48378151655197144,3.709697961807251,1.0,17.701335906982422,"{""type"":""Point"",""coordinates"":[35.029753643173464,1.11138532577551]}"
401,1887.0,22.380434036254883,0.44790229201316833,3.7501955032348633,1.0,18.65027618408203,"{""type"":""Point"",""coordinates"":[34.83479410098985,1.112440313039303]}"
404,1812.0,21.973913192749023,0.47949501872062683,4.602192401885986,1.0,18.765838623046875,"{""type"":""Point"",""coordinates"":[34.87650058921453,0.9396523719905167]}"
405,1885.0,21.326086044311523,0.3379031717777252,3.8378493785858154,1.0,19.337970733642578,"{""type"":""Point"",""coordinates"":[34.85009893423047,1.154422130336295]}"
